Gene stable ID,UniProtKB/Swiss-Prot ID
ENSMUSG00000032096,Q5XJY5
ENSMUSG00000041528,Q5XPI3
ENSMUSG00000021969,Q5Y5T1
ENSMUSG00000052595,Q5YD48
ENSMUSG00000042557,Q60520
ENSMUSG00000063077,Q60575
ENSMUSG00000039196,Q60590
ENSMUSG00000027544,Q60591
ENSMUSG00000051768,Q60596
ENSMUSG00000020456,Q60597
ENSMUSG00000031078,Q60598
ENSMUSG00000002565,Q60604
ENSMUSG00000090841,Q60605
ENSMUSG00000059923,Q60631
ENSMUSG00000061981,Q60634
ENSMUSG00000000594,Q60648
ENSMUSG00000001829,Q60649
ENSMUSG00000000568,Q60668
ENSMUSG00000021775,Q60674
ENSMUSG00000019899,Q60675
ENSMUSG00000003099,Q60676
ENSMUSG00000018286,Q60692
ENSMUSG00000027639,Q60710
ENSMUSG00000031808,Q60714
ENSMUSG00000019916,Q60715
ENSMUSG00000018906,Q60716
ENSMUSG00000019590,Q60720
ENSMUSG00000053477,Q60722
ENSMUSG00000074698,Q60737
ENSMUSG00000101523,Q60737
ENSMUSG00000037434,Q60738
ENSMUSG00000110850,Q60738
ENSMUSG00000028416,Q60739
ENSMUSG00000028790,Q60749
ENSMUSG00000029859,Q60750
ENSMUSG00000003809,Q60759
ENSMUSG00000020176,Q60760
ENSMUSG00000026980,Q60767
ENSMUSG00000019850,Q60769
ENSMUSG00000027882,Q60770
ENSMUSG00000036461,Q60775
ENSMUSG00000002699,Q60787
ENSMUSG00000031453,Q60790
ENSMUSG00000003032,Q60793
ENSMUSG00000021277,Q60803
ENSMUSG00000014361,Q60805
ENSMUSG00000031601,Q60809
ENSMUSG00000004056,Q60823
ENSMUSG00000061718,Q60829
ENSMUSG00000020888,Q60838
ENSMUSG00000032332,Q60847
ENSMUSG00000025001,Q60848
ENSMUSG00000060147,Q60854
ENSMUSG00000021408,Q60855
ENSMUSG00000026037,Q60862
ENSMUSG00000024966,Q60864
ENSMUSG00000027184,Q60865
ENSMUSG00000026730,Q60866
ENSMUSG00000028059,Q60875
ENSMUSG00000031490,Q60876
ENSMUSG00000006276,Q60902
ENSMUSG00000021771,Q60930
ENSMUSG00000008892,Q60931
ENSMUSG00000020402,Q60932
ENSMUSG00000026489,Q60936
ENSMUSG00000029174,Q60949
ENSMUSG00000036986,Q60953
ENSMUSG00000022905,Q60960
ENSMUSG00000023913,Q60963
ENSMUSG00000028032,Q60967
ENSMUSG00000057236,Q60972
ENSMUSG00000031353,Q60973
ENSMUSG00000029178,Q60980
ENSMUSG00000025860,Q60989
ENSMUSG00000009621,Q60992
ENSMUSG00000022878,Q60994
ENSMUSG00000017843,Q60996
ENSMUSG00000015647,Q61001
ENSMUSG00000029752,Q61024
ENSMUSG00000001105,Q61025
ENSMUSG00000005886,Q61026
ENSMUSG00000019961,Q61029
ENSMUSG00000019961,Q61033
ENSMUSG00000001380,Q61035
ENSMUSG00000022023,Q61048
ENSMUSG00000003233,Q61062
ENSMUSG00000026641,Q61069
ENSMUSG00000031555,Q61072
ENSMUSG00000029147,Q61074
ENSMUSG00000019471,Q61081
ENSMUSG00000026639,Q61087
ENSMUSG00000022297,Q61089
ENSMUSG00000107137,Q61089
ENSMUSG00000015340,Q61093
ENSMUSG00000018334,Q61097
ENSMUSG00000031333,Q61102
ENSMUSG00000024826,Q61103
ENSMUSG00000028268,Q61107
ENSMUSG00000029076,Q61112
ENSMUSG00000002881,Q61122
ENSMUSG00000058952,Q61129
ENSMUSG00000033318,Q61133
ENSMUSG00000021413,Q61136
ENSMUSG00000031955,Q61140
ENSMUSG00000021395,Q61142
ENSMUSG00000021638,Q61146
ENSMUSG00000003617,Q61147
ENSMUSG00000021051,Q61151
ENSMUSG00000026126,Q61152
ENSMUSG00000031077,Q61160
ENSMUSG00000024948,Q61161
ENSMUSG00000106850,Q61161
ENSMUSG00000005698,Q61164
ENSMUSG00000028854,Q61165
ENSMUSG00000027479,Q61166
ENSMUSG00000005836,Q61169
ENSMUSG00000005161,Q61171
ENSMUSG00000019987,Q61176
ENSMUSG00000002325,Q61179
ENSMUSG00000021111,Q61183
ENSMUSG00000014402,Q61187
ENSMUSG00000029687,Q61188
ENSMUSG00000031386,Q61191
ENSMUSG00000041354,Q61193
ENSMUSG00000005447,Q61205
ENSMUSG00000003131,Q61206
ENSMUSG00000026427,Q61211
ENSMUSG00000022897,Q61214
ENSMUSG00000031928,Q61216
ENSMUSG00000021998,Q61233
ENSMUSG00000027488,Q61234
ENSMUSG00000041308,Q61235
ENSMUSG00000015994,Q61239
ENSMUSG00000027966,Q61245
ENSMUSG00000038224,Q61247
ENSMUSG00000031221,Q61249
ENSMUSG00000026600,Q61263
ENSMUSG00000000532,Q61271
ENSMUSG00000032228,Q61286
ENSMUSG00000000530,Q61288
ENSMUSG00000052911,Q61292
ENSMUSG00000021281,Q61333
ENSMUSG00000002015,Q61335
ENSMUSG00000024959,Q61337
ENSMUSG00000017386,Q61382
ENSMUSG00000024248,Q61387
ENSMUSG00000029718,Q61398
ENSMUSG00000025499,Q61411
ENSMUSG00000000605,Q61418
ENSMUSG00000028293,Q61420
ENSMUSG00000027984,Q61425
ENSMUSG00000021548,Q61458
ENSMUSG00000006519,Q61462
ENSMUSG00000030016,Q61464
ENSMUSG00000023018,Q61466
ENSMUSG00000022636,Q61490
ENSMUSG00000027552,Q61502
ENSMUSG00000032420,Q61503
ENSMUSG00000028108,Q61508
ENSMUSG00000000275,Q61510
ENSMUSG00000018166,Q61526
ENSMUSG00000018167,Q61542
ENSMUSG00000003316,Q61543
ENSMUSG00000009079,Q61545
ENSMUSG00000004730,Q61549
ENSMUSG00000022314,Q61550
ENSMUSG00000029581,Q61553
ENSMUSG00000024598,Q61555
ENSMUSG00000003420,Q61559
ENSMUSG00000001555,Q61576
ENSMUSG00000018861,Q61578
ENSMUSG00000024978,Q61586
ENSMUSG00000031451,Q61592
ENSMUSG00000021218,Q61598
ENSMUSG00000030220,Q61599
ENSMUSG00000022811,Q61624
ENSMUSG00000031722,Q61646
ENSMUSG00000003665,Q61647
ENSMUSG00000015023,Q61655
ENSMUSG00000022702,Q61666
ENSMUSG00000009575,Q61686
ENSMUSG00000031229,Q61687
ENSMUSG00000091971,Q61696
ENSMUSG00000029657,Q61699
ENSMUSG00000006529,Q61702
ENSMUSG00000006522,Q61704
ENSMUSG00000026740,Q61712
ENSMUSG00000022514,Q61730
ENSMUSG00000031533,Q61733
ENSMUSG00000055447,Q61735
ENSMUSG00000027111,Q61739
ENSMUSG00000029145,Q61749
ENSMUSG00000053398,Q61753
ENSMUSG00000006740,Q61768
ENSMUSG00000027475,Q61771
ENSMUSG00000045545,Q61781
ENSMUSG00000024421,Q61789
ENSMUSG00000038366,Q61792
ENSMUSG00000016024,Q61805
ENSMUSG00000062115,Q61818
ENSMUSG00000024975,Q61823
ENSMUSG00000018143,Q61827
ENSMUSG00000026712,Q61830
ENSMUSG00000057092,Q61835
ENSMUSG00000030359,Q61838
ENSMUSG00000035683,Q61846
ENSMUSG00000024313,Q61847
ENSMUSG00000027073,Q61878
ENSMUSG00000020900,Q61879
ENSMUSG00000029730,Q61881
ENSMUSG00000006586,Q61909
ENSMUSG00000057113,Q61937
ENSMUSG00000056851,Q61990
ENSMUSG00000021390,Q62000
ENSMUSG00000005609,Q62018
ENSMUSG00000054580,Q62028
ENSMUSG00000039781,Q62036
ENSMUSG00000013698,Q62048
ENSMUSG00000028284,Q62073
ENSMUSG00000037643,Q62074
ENSMUSG00000016933,Q62077
ENSMUSG00000056612,Q62084
ENSMUSG00000032667,Q62086
ENSMUSG00000029759,Q62087
ENSMUSG00000034120,Q62093
ENSMUSG00000069045,Q62095
ENSMUSG00000002688,Q62101
ENSMUSG00000026604,Q62130
ENSMUSG00000031622,Q62141
ENSMUSG00000013584,Q62148
ENSMUSG00000021326,Q62158
ENSMUSG00000002233,Q62159
ENSMUSG00000039952,Q62165
ENSMUSG00000000787,Q62167
ENSMUSG00000024096,Q62172
ENSMUSG00000028064,Q62178
ENSMUSG00000030539,Q62179
ENSMUSG00000028780,Q62181
ENSMUSG00000002014,Q62186
ENSMUSG00000026803,Q62187
ENSMUSG00000061479,Q62189
ENSMUSG00000032584,Q62190
ENSMUSG00000021624,Q62192
ENSMUSG00000057367,Q62210
ENSMUSG00000030782,Q62219
ENSMUSG00000024217,Q62241
ENSMUSG00000024241,Q62245
ENSMUSG00000020315,Q62261
ENSMUSG00000050359,Q62266
ENSMUSG00000034320,Q62273
ENSMUSG00000015776,Q62276
ENSMUSG00000058254,Q62283
ENSMUSG00000078922,Q62293
ENSMUSG00000078921,Q62293
ENSMUSG00000115886,Q62293
ENSMUSG00000036980,Q62311
ENSMUSG00000032440,Q62312
ENSMUSG00000056429,Q62313
ENSMUSG00000038518,Q62315
ENSMUSG00000005566,Q62318
ENSMUSG00000026374,Q62348
ENSMUSG00000022797,Q62351
ENSMUSG00000022816,Q62356
ENSMUSG00000063511,Q62376
ENSMUSG00000002052,Q62383
ENSMUSG00000032078,Q62384
ENSMUSG00000034218,Q62388
ENSMUSG00000020205,Q62392
ENSMUSG00000027506,Q62393
ENSMUSG00000031392,Q62406
ENSMUSG00000021285,Q62415
ENSMUSG00000020476,Q62418
ENSMUSG00000003200,Q62419
ENSMUSG00000024725,Q62422
ENSMUSG00000029632,Q62425
ENSMUSG00000005054,Q62426
ENSMUSG00000024563,Q62432
ENSMUSG00000005125,Q62433
ENSMUSG00000024642,Q62441
ENSMUSG00000020949,Q62446
ENSMUSG00000028252,Q62447
ENSMUSG00000034993,Q62465
ENSMUSG00000026175,Q62468
ENSMUSG00000015533,Q62469
ENSMUSG00000001507,Q62470
ENSMUSG00000024695,Q62511
ENSMUSG00000029860,Q62523
ENSMUSG00000117310,Q63739
ENSMUSG00000033953,Q63810
ENSMUSG00000051154,Q63829
ENSMUSG00000063065,Q63844
ENSMUSG00000109511,Q63850
ENSMUSG00000045996,Q63871
ENSMUSG00000089960,Q63886
ENSMUSG00000045954,Q63918
ENSMUSG00000035027,Q63932
ENSMUSG00000001419,Q63943
ENSMUSG00000026814,Q63961
ENSMUSG00000061859,Q63ZW7
ENSMUSG00000017776,Q64010
ENSMUSG00000027593,Q64012
ENSMUSG00000000134,Q64092
ENSMUSG00000034563,Q640L3
ENSMUSG00000063785,Q640M1
ENSMUSG00000020473,Q640N1
ENSMUSG00000029647,Q640Q5
ENSMUSG00000029833,Q64127
ENSMUSG00000070691,Q64131
ENSMUSG00000025037,Q64133
ENSMUSG00000026121,Q64151
ENSMUSG00000021660,Q64152
ENSMUSG00000061959,Q64176
ENSMUSG00000031521,Q64191
ENSMUSG00000021557,Q641K1
ENSMUSG00000040274,Q64261
ENSMUSG00000028329,Q64267
ENSMUSG00000034459,Q64282
ENSMUSG00000026818,Q64285
ENSMUSG00000021356,Q64287
ENSMUSG00000074006,Q64288
ENSMUSG00000014867,Q64310
ENSMUSG00000022681,Q64311
ENSMUSG00000016494,Q64314
ENSMUSG00000028042,Q64321
ENSMUSG00000031381,Q64323
ENSMUSG00000004626,Q64324
ENSMUSG00000002768,Q64327
ENSMUSG00000009394,Q64332
ENSMUSG00000015837,Q64337
ENSMUSG00000035692,Q64339
ENSMUSG00000074896,Q64345
ENSMUSG00000031667,Q64362
ENSMUSG00000007659,Q64373
ENSMUSG00000023070,Q64374
ENSMUSG00000024222,Q64378
ENSMUSG00000033792,Q64430
ENSMUSG00000073676,Q64433
ENSMUSG00000038751,Q64434
ENSMUSG00000054545,Q64435
ENSMUSG00000090124,Q64435
ENSMUSG00000047894,Q64438
ENSMUSG00000027227,Q64442
ENSMUSG00000000805,Q64444
ENSMUSG00000020695,Q64449
ENSMUSG00000029727,Q64464
ENSMUSG00000001663,Q64471
ENSMUSG00000017485,Q64511
ENSMUSG00000041763,Q64514
ENSMUSG00000020788,Q64518
ENSMUSG00000026827,Q64521
ENSMUSG00000068854,Q64524
ENSMUSG00000003849,Q64669
ENSMUSG00000006442,Q64674
ENSMUSG00000022885,Q64685
ENSMUSG00000027641,Q64701
ENSMUSG00000041488,Q64704
ENSMUSG00000037053,Q64726
ENSMUSG00000021823,Q64727
ENSMUSG00000007613,Q64729
ENSMUSG00000016481,Q64735
ENSMUSG00000022962,Q64737
ENSMUSG00000056666,Q64FW2
ENSMUSG00000041408,Q65Z40
ENSMUSG00000027326,Q66JQ7
ENSMUSG00000046589,Q66JT1
ENSMUSG00000052137,Q66JV4
ENSMUSG00000069135,Q66JX5
ENSMUSG00000039713,Q66T02
ENSMUSG00000047878,Q67BJ4
ENSMUSG00000063382,Q67FY2
ENSMUSG00000003575,Q68ED7
ENSMUSG00000064181,Q68EF0
ENSMUSG00000047126,Q68FD5
ENSMUSG00000038604,Q68FE6
ENSMUSG00000038535,Q68FE8
ENSMUSG00000049516,Q68FG3
ENSMUSG00000026991,Q68FH0
ENSMUSG00000027207,Q68FH4
ENSMUSG00000029772,Q68FL4
ENSMUSG00000040354,Q68FL6
ENSMUSG00000074305,Q69Z38
ENSMUSG00000024293,Q69Z69
ENSMUSG00000062761,Q69Z99
ENSMUSG00000041297,Q69ZA1
ENSMUSG00000038866,Q69ZB8
ENSMUSG00000022008,Q69ZC8
ENSMUSG00000028467,Q69ZF3
ENSMUSG00000037408,Q69ZF7
ENSMUSG00000038658,Q69ZJ7
ENSMUSG00000039621,Q69ZK0
ENSMUSG00000037876,Q69ZK6
ENSMUSG00000116315,Q69ZK6
ENSMUSG00000020021,Q69ZL1
ENSMUSG00000035311,Q69ZN6
ENSMUSG00000048612,Q69ZN7
ENSMUSG00000026179,Q69ZP3
ENSMUSG00000046312,Q69ZQ1
ENSMUSG00000030056,Q69ZQ2
ENSMUSG00000035247,Q69ZR2
ENSMUSG00000040651,Q69ZR9
ENSMUSG00000019977,Q69ZS7
ENSMUSG00000033458,Q69ZT1
ENSMUSG00000052302,Q69ZT9
ENSMUSG00000034543,Q69ZX6
ENSMUSG00000030126,Q69ZZ6
ENSMUSG00000052299,Q6A009
ENSMUSG00000031015,Q6A028
ENSMUSG00000031652,Q6A037
ENSMUSG00000054843,Q6A051
ENSMUSG00000057335,Q6A065
ENSMUSG00000023932,Q6A068
ENSMUSG00000019971,Q6A078
ENSMUSG00000045639,Q6A085
ENSMUSG00000033499,Q6A0A2
ENSMUSG00000038014,Q6A0A9
ENSMUSG00000039316,Q6A0D4
ENSMUSG00000022696,Q6AXF6
ENSMUSG00000032739,Q6BCL1
ENSMUSG00000042029,Q6DFV1
ENSMUSG00000020721,Q6DFV5
ENSMUSG00000028300,Q6DFW0
ENSMUSG00000026020,Q6DFW4
ENSMUSG00000029338,Q6DFX2
ENSMUSG00000046201,Q6DID3
ENSMUSG00000028173,Q6DID7
ENSMUSG00000044857,Q6DVA0
ENSMUSG00000019989,Q6DYE8
ENSMUSG00000032485,Q6GQT6
ENSMUSG00000030835,Q6GQT9
ENSMUSG00000009905,Q6GV12
ENSMUSG00000021027,Q6GYP7
ENSMUSG00000037315,Q6IE82
ENSMUSG00000020701,Q6IEE6
ENSMUSG00000049295,Q6IQX8
ENSMUSG00000031799,Q6IRU2
ENSMUSG00000047547,Q6IRU5
ENSMUSG00000032899,Q6J9G1
ENSMUSG00000034152,Q6KAR6
ENSMUSG00000022141,Q6KCD5
ENSMUSG00000041372,Q6L8S8
ENSMUSG00000025047,Q6NS46
ENSMUSG00000026153,Q6NS59
ENSMUSG00000049339,Q6NS82
ENSMUSG00000019814,Q6NSQ7
ENSMUSG00000039263,Q6NSR8
ENSMUSG00000021916,Q6NSU3
ENSMUSG00000032407,Q6NV83
ENSMUSG00000036769,Q6NVE8
ENSMUSG00000038582,Q6NVE9
ENSMUSG00000001173,Q6NVF0
ENSMUSG00000020228,Q6NVF4
ENSMUSG00000055531,Q6NVF9
ENSMUSG00000027134,Q6NVG1
ENSMUSG00000032745,Q6NXH3
ENSMUSG00000028106,Q6NXI6
ENSMUSG00000031563,Q6NXJ0
ENSMUSG00000042439,Q6NXK2
ENSMUSG00000030002,Q6NXK5
ENSMUSG00000040842,Q6NXN1
ENSMUSG00000054405,Q6NZB0
ENSMUSG00000049300,Q6NZB1
ENSMUSG00000102976,Q6NZF1
ENSMUSG00000116275,Q6NZF1
ENSMUSG00000045983,Q6NZJ6
ENSMUSG00000016763,Q6NZL8
ENSMUSG00000026313,Q6NZM9
ENSMUSG00000034042,Q6NZP2
ENSMUSG00000026806,Q6NZQ2
ENSMUSG00000002221,Q6NZQ4
ENSMUSG00000046897,Q6NZQ6
ENSMUSG00000042138,Q6NZR2
ENSMUSG00000003161,Q6P069
ENSMUSG00000023286,Q6P073
ENSMUSG00000007817,Q6P1E1
ENSMUSG00000022052,Q6P1F6
ENSMUSG00000000976,Q6P1G0
ENSMUSG00000029501,Q6P1H6
ENSMUSG00000012535,Q6P2B1
ENSMUSG00000054823,Q6P2L6
ENSMUSG00000060227,Q6P2L7
ENSMUSG00000032263,Q6P3A8
ENSMUSG00000032565,Q6P3D0
ENSMUSG00000036916,Q6P3Y5
ENSMUSG00000024773,Q6P4T0
ENSMUSG00000106907,Q6P4T0
ENSMUSG00000031993,Q6P4T1
ENSMUSG00000003660,Q6P4T2
ENSMUSG00000037750,Q6P539
ENSMUSG00000038762,Q6P542
ENSMUSG00000032737,Q6P549
ENSMUSG00000035049,Q6P5B0
ENSMUSG00000036061,Q6P5C5
ENSMUSG00000035051,Q6P5D3
ENSMUSG00000036403,Q6P5D4
ENSMUSG00000024054,Q6P5D8
ENSMUSG00000037470,Q6P5E4
ENSMUSG00000030872,Q6P5E6
ENSMUSG00000004815,Q6P5E8
ENSMUSG00000025986,Q6P5F6
ENSMUSG00000020290,Q6P5F9
ENSMUSG00000004891,Q6P5H2
ENSMUSG00000019808,Q6P6J0
ENSMUSG00000021497,Q6P6J9
ENSMUSG00000043336,Q6P6L0
ENSMUSG00000029173,Q6P6M7
ENSMUSG00000034252,Q6P7W0
ENSMUSG00000089832,Q6P7W2
ENSMUSG00000042389,Q6P7W5
ENSMUSG00000035704,Q6P8H8
ENSMUSG00000071533,Q6P8I4
ENSMUSG00000020544,Q6P8I6
ENSMUSG00000021622,Q6P8J7
ENSMUSG00000050891,Q6P8M1
ENSMUSG00000046008,Q6P8U6
ENSMUSG00000005656,Q6P8X1
ENSMUSG00000035407,Q6P9J5
ENSMUSG00000064210,Q6P9J9
ENSMUSG00000036768,Q6P9L6
ENSMUSG00000028995,Q6P9N1
ENSMUSG00000012443,Q6P9P6
ENSMUSG00000111220,Q6P9P6
ENSMUSG00000014778,Q6P9Q4
ENSMUSG00000066151,Q6P9Q6
ENSMUSG00000029504,Q6P9R1
ENSMUSG00000036737,Q6P9R2
ENSMUSG00000004568,Q6P9R4
ENSMUSG00000020520,Q6P9S7
ENSMUSG00000059811,Q6PA06
ENSMUSG00000022300,Q6PAC3
ENSMUSG00000106903,Q6PAC3
ENSMUSG00000009681,Q6PAJ1
ENSMUSG00000038214,Q6PAL0
ENSMUSG00000037692,Q6PAL7
ENSMUSG00000038205,Q6PAM0
ENSMUSG00000053841,Q6PAM1
ENSMUSG00000052406,Q6PAQ4
ENSMUSG00000026867,Q6PAR5
ENSMUSG00000035370,Q6PAT0
ENSMUSG00000113640,Q6PAT0
ENSMUSG00000020064,Q6PAV2
ENSMUSG00000036057,Q6PB44
ENSMUSG00000020482,Q6PB51
ENSMUSG00000024120,Q6PB66
ENSMUSG00000089704,Q6PB93
ENSMUSG00000092329,Q6PB93
ENSMUSG00000053470,Q6PCM1
ENSMUSG00000035161,Q6PCM2
ENSMUSG00000002428,Q6PCN7
ENSMUSG00000026150,Q6PCP5
ENSMUSG00000018548,Q6PCX9
ENSMUSG00000026626,Q6PD03
ENSMUSG00000039901,Q6PD19
ENSMUSG00000044813,Q6PD21
ENSMUSG00000041958,Q6PD26
ENSMUSG00000024777,Q6PD28
ENSMUSG00000107330,Q6PD28
ENSMUSG00000059149,Q6PDC8
ENSMUSG00000040471,Q6PDE7
ENSMUSG00000025369,Q6PDG5
ENSMUSG00000048537,Q6PDH0
ENSMUSG00000050812,Q6PDI5
ENSMUSG00000028532,Q6PDJ1
ENSMUSG00000048154,Q6PDK2
ENSMUSG00000035770,Q6PDL0
ENSMUSG00000052915,Q6PDM1
ENSMUSG00000018379,Q6PDM2
ENSMUSG00000098301,Q6PDM2
ENSMUSG00000063870,Q6PDQ2
ENSMUSG00000028677,Q6PDX6
ENSMUSG00000057134,Q6PDY2
ENSMUSG00000116486,Q6PDY2
ENSMUSG00000074088,Q6PE01
ENSMUSG00000106911,Q6PE01
ENSMUSG00000033157,Q6PE15
ENSMUSG00000025979,Q6PEB6
ENSMUSG00000022292,Q6PEE3
ENSMUSG00000029166,Q6PER3
ENSMUSG00000038013,Q6PEV3
ENSMUSG00000033628,Q6PF93
ENSMUSG00000004952,Q6PFQ7
ENSMUSG00000031529,Q6PFX9
ENSMUSG00000038524,Q6PFY1
ENSMUSG00000037395,Q6PGA0
ENSMUSG00000111452,Q6PGA0
ENSMUSG00000022698,Q6PGB6
ENSMUSG00000042426,Q6PGC1
ENSMUSG00000074030,Q6PGF7
ENSMUSG00000036246,Q6PGG2
ENSMUSG00000025266,Q6PGG6
ENSMUSG00000024165,Q6PGH2
ENSMUSG00000024104,Q6PGL7
ENSMUSG00000047443,Q6PGN1
ENSMUSG00000047045,Q6PHN7
ENSMUSG00000029518,Q6PHN9
ENSMUSG00000021555,Q6PHQ8
ENSMUSG00000068747,Q6PHU5
ENSMUSG00000053819,Q6PHZ2
ENSMUSG00000074102,Q6PHZ5
ENSMUSG00000007097,Q6PIE5
ENSMUSG00000042185,Q6PIJ4
ENSMUSG00000038736,Q6PIP5
ENSMUSG00000020282,Q6PIX5
ENSMUSG00000019039,Q6PJN8
ENSMUSG00000037416,Q6PNC0
ENSMUSG00000036202,Q6PR54
ENSMUSG00000059851,Q6Q783
ENSMUSG00000040296,Q6Q899
ENSMUSG00000024191,Q6QD59
ENSMUSG00000050310,Q6QI06
ENSMUSG00000038976,Q6R891
ENSMUSG00000045095,Q6RHR9
ENSMUSG00000067722,Q6RUT7
ENSMUSG00000000600,Q6S5J6
ENSMUSG00000066735,Q6TEK5
ENSMUSG00000056121,Q6TYB5
ENSMUSG00000033210,Q6UJY2
ENSMUSG00000030739,Q6URW6
ENSMUSG00000021182,Q6VGS5
ENSMUSG00000038564,Q6VH22
ENSMUSG00000043940,Q6VNB8
ENSMUSG00000038370,Q6W8Q3
ENSMUSG00000034738,Q6WKZ7
ENSMUSG00000023977,Q6WKZ8
ENSMUSG00000028412,Q6X893
ENSMUSG00000093805,Q6XQH0
ENSMUSG00000042046,Q6XUX1
ENSMUSG00000037148,Q6Y5D8
ENSMUSG00000065954,Q6Y685
ENSMUSG00000048000,Q6Y7W8
ENSMUSG00000035273,Q6YGZ1
ENSMUSG00000036529,Q6ZPE2
ENSMUSG00000023008,Q6ZPF4
ENSMUSG00000073434,Q6ZPG2
ENSMUSG00000025019,Q6ZPI3
ENSMUSG00000040548,Q6ZPJ0
ENSMUSG00000020802,Q6ZPJ3
ENSMUSG00000005899,Q6ZPR5
ENSMUSG00000035941,Q6ZPR6
ENSMUSG00000040351,Q6ZPS6
ENSMUSG00000070923,Q6ZPT1
ENSMUSG00000036955,Q6ZPU9
ENSMUSG00000034154,Q6ZPV2
ENSMUSG00000001415,Q6ZPY2
ENSMUSG00000036550,Q6ZQ08
ENSMUSG00000020658,Q6ZQ18
ENSMUSG00000020114,Q6ZQ38
ENSMUSG00000037331,Q6ZQ58
ENSMUSG00000030319,Q6ZQ73
ENSMUSG00000036452,Q6ZQ82
ENSMUSG00000036940,Q6ZQ88
ENSMUSG00000039100,Q6ZQ89
ENSMUSG00000056342,Q6ZQ93
ENSMUSG00000056724,Q6ZQA0
ENSMUSG00000042035,Q6ZQA6
ENSMUSG00000040648,Q6ZQB6
ENSMUSG00000040195,Q6ZQE4
ENSMUSG00000032555,Q6ZQF0
ENSMUSG00000052533,Q6ZQH8
ENSMUSG00000048578,Q6ZQI3
ENSMUSG00000036875,Q6ZQJ5
ENSMUSG00000049076,Q6ZQK5
ENSMUSG00000041057,Q6ZQL4
ENSMUSG00000090124,Q6ZQM8
ENSMUSG00000044155,Q6ZWM4
ENSMUSG00000006333,Q6ZWN5
ENSMUSG00000063450,Q6ZWQ0
ENSMUSG00000054408,Q6ZWQ7
ENSMUSG00000096054,Q6ZWR6
ENSMUSG00000090733,Q6ZWU9
ENSMUSG00000050621,Q6ZWU9
ENSMUSG00000058443,Q6ZWV3
ENSMUSG00000008682,Q6ZWV3
ENSMUSG00000062997,Q6ZWV7
ENSMUSG00000078193,Q6ZWV7
ENSMUSG00000021116,Q6ZWX6
ENSMUSG00000036241,Q6ZWZ2
ENSMUSG00000030554,Q70IV5
ENSMUSG00000031090,Q711T7
ENSMUSG00000043671,Q71B07
ENSMUSG00000058446,Q71FD5
ENSMUSG00000006219,Q71FD7
ENSMUSG00000024799,Q71KT5
ENSMUSG00000040213,Q71RI9
ENSMUSG00000022094,Q75N73
ENSMUSG00000042121,Q76I79
ENSMUSG00000047649,Q76KJ5
ENSMUSG00000038712,Q76LS9
ENSMUSG00000007564,Q76MZ3
ENSMUSG00000024776,Q76N33
ENSMUSG00000031813,Q78HU3
ENSMUSG00000090523,Q78HU7
ENSMUSG00000071528,Q78IK2
ENSMUSG00000025525,Q78IK4
ENSMUSG00000063354,Q78IQ7
ENSMUSG00000032353,Q78IS1
ENSMUSG00000023094,Q78J03
ENSMUSG00000032309,Q78JE5
ENSMUSG00000030870,Q78JW9
ENSMUSG00000022035,Q78PG9
ENSMUSG00000001424,Q78PY7
ENSMUSG00000045503,Q78S06
ENSMUSG00000073131,Q78T54
ENSMUSG00000041084,Q78XF5
ENSMUSG00000059119,Q78ZA7
ENSMUSG00000036315,Q791N7
ENSMUSG00000024012,Q791T5
ENSMUSG00000027282,Q791V5
ENSMUSG00000111714,Q791V5
ENSMUSG00000046688,Q793I8
ENSMUSG00000024335,Q7JJ13
ENSMUSG00000039361,Q7M6Y3
ENSMUSG00000047368,Q7M759
ENSMUSG00000052632,Q7SIG6
ENSMUSG00000030447,Q7TMB8
ENSMUSG00000033703,Q7TMC8
ENSMUSG00000002055,Q7TME2
ENSMUSG00000020022,Q7TMF3
ENSMUSG00000024817,Q7TMI3
ENSMUSG00000052566,Q7TMK6
ENSMUSG00000032423,Q7TMK9
ENSMUSG00000058672,Q7TMM9
ENSMUSG00000058486,Q7TMQ7
ENSMUSG00000061119,Q7TMR0
ENSMUSG00000002280,Q7TMW6
ENSMUSG00000035378,Q7TMX5
ENSMUSG00000053453,Q7TMY4
ENSMUSG00000040029,Q7TMY7
ENSMUSG00000025261,Q7TMY8
ENSMUSG00000045248,Q7TN02
ENSMUSG00000054702,Q7TN05
ENSMUSG00000021830,Q7TN22
ENSMUSG00000032870,Q7TN29
ENSMUSG00000038260,Q7TN37
ENSMUSG00000025572,Q7TN60
ENSMUSG00000015189,Q7TN73
ENSMUSG00000020300,Q7TN98
ENSMUSG00000035673,Q7TNB8
ENSMUSG00000029823,Q7TNC4
ENSMUSG00000028187,Q7TND5
ENSMUSG00000018287,Q7TNE3
ENSMUSG00000040811,Q7TNG5
ENSMUSG00000031958,Q7TNG8
ENSMUSG00000032058,Q7TNP2
ENSMUSG00000021377,Q7TNV0
ENSMUSG00000027933,Q7TPD0
ENSMUSG00000005371,Q7TPD1
ENSMUSG00000047221,Q7TPD2
ENSMUSG00000033106,Q7TPE5
ENSMUSG00000033004,Q7TPH6
ENSMUSG00000039262,Q7TPM1
ENSMUSG00000030522,Q7TPM9
ENSMUSG00000030822,Q7TPN9
ENSMUSG00000090112,Q7TPQ3
ENSMUSG00000015143,Q7TPR4
